3404	2566,2315,3788,4006,2609,548,5195,609,2993
15247	454,2650,1546,1074,1235,2130,4628,3416,4
16384	1085,3665,100,3496,3834,4223,35,2451,4957,4684,609,3044
8616	3219,2986,766,5160,4053
7282	3334,1482,4460,12,4559
4836	1808,1097,4396
2571	404,1194,126,1721,3899,1966,25
13369	1741,603,4132,2037,1028,1591,4667,2521
431	3138,3930,3253,664,240,459
6111	1034,2613,3516,2412
15038	1034,2613,3516,2412
5663	1034,2613,3516,2412
9258	5157,4938,4678
15080	4430,4053,4552,4396
15608	4525,2592,1914,4401,2096,3214
9773	3222,12
10773	751,2477,3665,89,4696,3449,4957,3314
15002	2592,4387,100,2863,4957
14081	3344,1657,680,1790,1884,445,5070,1247,3968,3665,2652,2384,3219,2935,5169,1050,316,2189,1224,297,3300,2698,2066,4957,2914,2169,3009,2619,464,1222,2101
5818	3258,2163,392,26,1155,2169,3227
11815	4230,1255,2608,5153,977
14779	5335,3948,4325,1517
13144	5335,3948,104,4325,284,4119,1517
5525	4502,3138,970,4215,5112,2881,1114
15623	4557,7,3980,1794
13964	3639,4387,3895,2993
5018	3639,4387,3895,2993
5391	1321,5148,4813,3889,692,327
10144	1321,5148,4813,3889,692,327
2096	4629,5355,5007
15526	5009,3665,1011,1144,409,4307
16381	5294,1075,4623,4222,567
4403	5294,1075,4623,4222,567
7782	5294,1075,4623,4222,567
6368	5294,1075,4623,4222,567
4693	5294,1075,4623,4222,567
7077	2581,3109,2584
10332	2690,2216,4053,3416,665,609,4183
14309	3666,1625,5029,4813,4866,840
4821	3428,265,3665,2652
15452	3428,265,3665,2652
17025	4676,1235,4209,3976,1744,4584
16014	4209,3976,1744
8483	4209,3976,1744
10248	2343,223
8385	223,3683,1830,4271,2683,10
12752	1610,3768,2347,4222
2154	4494,1074,4813
1028	2167,2130,1039
9866	3665,3788,4498,3416
6753	4613
16470	4023,327
805	4525,335,151,3666,4130,2640,1657,1884,445,5070,1559,3665,2652,2171,773,2935,5207,2986,3546,1494,456,4936,1224,1096,1771,4034,26,592,2941,4564,2,5105,1298,4957,2169,4684,2805,1772,5163,2218,1904,464,1794,2101,5010,327
16494	5153
15268	3334,1546,3665,2652,4352,4474,906,3594,4991,869
1862	1085,3496,4684,609
17246	1085,3496,4684,609
13091	195,4921,892,2856,3323
15898	2384,444
11037	2384,444
12438	2664,2946,2568,4559,4817,1831
3971	3428,265,3665
3399	3428,265,3665
15657	265
1222	265
892	265
5339	3428,265,3665
12890	2163,3303,4012,3575,3769,464
13447	4548,3497,3680,2163,5234,445,813,2246,1294,456,3067,3506,3225,2850,4192,2169,822
15157	1541,1494
11897	4130,2640,1559,2171,2986,1318,1771,592,3017
4025	2347
11409	4456,2085,2223,4511
5741	4456,3592,4056,2085,2223,3139,4511
992	4693,3258,4762,5157,943,5112,462,2804,3192,4893,4396,3295
15767	3258,5157,943,5112,462,2804
6672	4693,2745,3258,4762,5157,943,5112,462,4666,2804,915,3192,4893,4223,5170,4183,4396,3295
16213	3428,3665,988,4637
7251	3639,2491,2414,1663,4533,2451
10322	4222,3012,150,4074
6656	3396,4196,2914
444	3920,2247,1546,3665,549,1883,4957,2557,692,4815
4529	346,1131,719,3109
12060	346,1131,719,3109
5860	346,1131,719,3109
10323	5317,1429
3915	5317,1429
8461	5317,1429
16283	1653,996,1484,639,2667,2152,4773,3064,327
7563	1687,1760,4813,2116,251
2431	3756,7,4396
6508	4494,1074,3383,1883
6826	4456,4494,3522,1074,3383,176,1050,925,3829,2242,1883,2054,3984,1429,967,2238
3669	4677,1096,1691,3518,4396
1200	4677,1096,1691,3518,4396
6327	2799,2606,1995,2698,3379
6937	899,919,5225
559	899,919,5225
469	771,3368
17145	1220,2291,1204,4549
6841	1220,2291,1204,4549
11046	1220,2291,1204,4549
10092	3999,4813,4041,3826
10844	4813
16228	4230,4476,3491
10145	4230,4476,3491
13644	3665,2347
692	3345,4613,2652,824
5319	2310,877,2488
1796	2315,3219,176,320,1491,5124
7278	4053
14851	4494,1074
4774	4494,1074
5653	578
13251	1915,4359,4991
10400	1741,4522,2082,4396
1680	1741,4522,2082,4396
11933	3947,2451
5117	5078,3575,3971
14172	1876,3421,614,42
3041	1876,3421,614,42
5051	5347,176
6268	3258,2051,5347,176,4135,4722,5122
8193	4533,2698,2115
3103	4533,2698,2115
7340	4209,4741,1451,2302
2684	4610,5238,364,5302
11177	164,854,988,3551,1028
200	3551
930	3551
13842	5361,469
16288	4813,3976,3727,69
14066	5155,2808,5188,2954,5034,4401
17252	5155,2808,5188,2954,5034,4401
537	1813,3022,176,4352,1478,4813,3506,2207,4147,1344,2169,968,1904,4671
819	2347
13597	4559,1065
283	2347,1451
11320	336,1737,1171,4636,3012
8314	336,1737,1171,4636,3012
3071	1970,4380,248
125	2097,578,1541,2850,3109
1873	3792,1484
305	1663,3379,4095
15747	1413
16696	883,444,2302,929
321	883,444,2302,929
1906	883,444,2302,929
13145	4403,674,1754,1141,3611,4312
16589	4403,674,1754,1141,3611,4312
11241	4403,674,1754,1141,3611,4312
15289	1238,206
669	1238,206
9450	2745,4666,915,4223,5170,4183
14124	2745,4666,915,4223,5170,4183
5321	2745,4666,915,4223,5170,4183
10345	3334,1559,3282,1483
6702	3334,1559,3282,1483
9081	4269,166,4533
16587	4754
7319	176,3562,2561,3595,3072,1506
2543	2723,5112,1220,2608,988,3686,3575,4396
9318	4494,1712,1074,3365,3139,4722,904,3109,4709
250	4494,1712,1074,3139,4722
10250	3843,5260,117,2983
1771	2491,1074,2347,327
16805	4402,4613,3768,2608,1478,4521,240
12533	2592,3738,1669
10577	687,1452,4362,5272,5255
15358	687,1452,4362,5272,5255
17251	3575,3971
13652	2606,5045,2291,3575
8551	4494,1986,1074,1147,3379,4147,971,1904
3046	4494,1986,1074,1147,3379,4147,971,1904
11212	454,5071,2946,4927,3537
412	2669,1098,310
16095	3235,2112,4684
16858	3235,2112,4684
11453	3235,2112,4684
13585	3819,4409,1264,4998,4271,1636,360
3380	3819,4409,1264,4998,4271,1636,360
4695	2491,3473,2339
3080	3968,4237,2734,897,4053,5170,4189
12277	4237,4053,5170
16874	3339,1889
13448	1672,2745,1192,4483,1965
1340	1672,2745,1192,4483,1965
13865	2877,2568,10
362	3665,2364,1052,42,4484,2698,331,3064
817	3665,2364,1052,42,4484,2698,331,3064
7153	3665,4391,1482,4460,4957
11196	2652,4733,4533,1580
9349	2652,4733,4533,1580
854	2652,4733,4533,1580
14808	4494,1074,1995,1318,3491
10487	2732,690,5153,4893,4635,330,1024,3268
10710	2160
9386	1790,2438,42,4484
9008	1790,2438,42,4484
16443	1790,2438,42,4484
10198	1610,649,5228,1595,2606,475,3277,5300,480,4189
11764	5051,537
4712	1986,3768,2240,2519,1924
1353	363,4799
12655	363,4799
12435	3423,4559,1065
5382	2723,2652,2343,3551,3301,4189,2676
13928	4525,2652,1299,5151,2584,2101
3776	3222,2438,12,2802,2006,2119,1904
4088	2595,1074
9842	2595,1074
6755	2595,1074
4858	2595,1074
14126	2595,1074
5883	2595,1074
3042	3415,5238,1636
12883	223,3575,3163,4396
11236	4081,42,2347,2112
4198	1760
8102	3665,4209,4166,3161,457,2236
1292	4569,2846,1207,807
8848	2957,3289,2094,617,589,4608,5342
5226	944,3338,2561,1413,75,380,2175,3424,824
12113	1847,2311,3969,5085
4919	1847,2311,3969,5085
8252	2174,4438,1310,2131
11845	4753,5091,5031
15010	2333,1160,5017,3949,1835,5041
5408	1074,5213,3993,1893,1407
7107	1074,5213,3993,1893,1407
7805	1074,5213,3993,1893,1407
15724	4599,3661,4528,2608,176,1151
14547	4599,3661,4528,2608,176,1151
13341	4599,996,3661,2815,4528,2986,2608,176,4484,2826,766,5160,152,1151,5124
14484	4901,4813,1555
1655	2584
3451	3293,3816,4014,2991,2117,1956
8365	3293,3816,4014,2991,2117,1956
9021	3293,3816,4014,2991,2117,1956
8935	1074,1188,20,2720,1031
13880	1074,1188,20,2720,1031
11979	2652,3531,3661,3130,2986,2110,4359,251,3064
14052	347,4901,3770,4149
5517	347,4901,3770,4149
43	2625,3665,4352,4053,4957
4112	1957,1790,219
5748	2690,3139,3416
3061	2652,5112,3244,831,4244,2584
12324	680,2526,3792,1152,2336,2814,4688
15982	944,824
11590	544,2246,2259,4147,1904
15282	2787,1425,2857,10,3766,2096
3676	4783,4290,1995,4955,1462,3109,1207,2584,2160
4755	410,3750
11770	1247,1993,2218,5302
5903	375,1247,1993,5298,1110,2599,3064,2218,4396,5302
4559	2009,1995,4004
14974	4494,1907,3364,4348
3735	3691
6519	684,1970,2319,586,1074,3788,3949,4951,617,1099,2347,3888,1097,928,3575,4147,1442,1904,2160
6032	1482,4460,4335,4053
12490	5295,1289,4121,3676,67,852
7146	2049,100,2608,4813,5300,1195,5124
10260	176,4385,4813,3501,68
16	4053,665,609
4924	445,2169
10524	1624,2347,4635,2988,3064
10847	3222,12
13638	1723,2408,594,3661,1151,1786,3064
15051	1926
8489	1926
2831	1926
14909	1439,3610,512
4916	3334,944
11700	2103,2130,4222,132
6230	5112,2561,1119,2584
105	1546,2652,1900,2091,3029,2235,4107,284
12979	1546,2652,1900,2091,3029,2235,4107,284
5280	1546,2652,1900,2091,3029,2235,4107,284
15495	1653,639,2667,2152,3064,327
6484	1653,639,2667,2152,3064,327
9255	2652,2197,3136,2687,2698,719,692,2101
13382	3665,2347,1407,5300,609,3637
16789	2347
12778	3859,123
11951	3859,123
4191	3258,703,2167,1839,2027,331
3189	3258,703,2167,1839,2027,331
785	805,3029,75,137,284,1883,2780
2495	4936,4880,281,568
8573	1459,700,731,3948,3491,284,3575,3970,692,4709
6839	731,3491,3575,692
9635	731,2622,3491,3575,529,3724,692
15881	899,4813,5091,1587,3254,4317
4872	4230,1098,3949,3841,3978,1904
13997	4230,1098,3949,3841,3978,1904
6423	2561
14555	5336,854,4901
13935	2561,1137,2316
15369	4373,475,2112
10325	5139,3447
2721	3258,2723,1074,617,1191,4100
13984	3258,2723,1074,617,1191,4100
7499	3905,284,4129,4698
8504	4525,3905,1019,42,4220,284,4401,4129,4698
7935	4530,1722,4053,1353,590,4671
3034	2347,2792
15604	1535,544,4406,4630,4460,204,3575
3942	1535,544,4406,4630,4460,204,3575
3529	2258,4012,4385,3506,5238,1522,464
1756	4387,2606,475,5151
7546	4494,5317,3108,1074
7968	620,4813,1721
1102	3768,3139,3416
9269	1541,2899,2070,2336,3009
9316	3831,1099
607	1532,2329,2590,4556,5272
5800	1741,4290,217,1501,2153,40,2805,50
138	1741,4290,217,1501,2153,40,2805,50
17231	1741,4290,217,1501,2153,40,2805,50
4340	1741,4290,217,1501,2153,40,2805,50
1823	1741,4290,217,1501,2153,40,2805,50
12108	4901,12,926
7061	1510,5128,1323
7457	1510,5128,1323
8375	3629,4459,4359,5046,5257,807
11521	4548,1008,1737,2804,3291,1478,2165,2519
3009	1207
11555	2347
13483	4548,2671,5207
9200	2608,4196,1482,4460
16583	2652,824
11438	2652,824
3592	5291,3300,4034
14072	5291,3300,4034
1836	5291,3300,4034
3205	1448,1215
4686	2097,404,126,4196,75,2175,2584,1794
6717	1790,3792,2671
17101	5157,4686,3665,2792,2302
12286	5157,4686,3665,2792,2302
17140	5157,4686,3665,2792,2302
4193	2606,1995
9185	3399,915,609,1071
1915	3868,3768,1062,3482
2203	3868,3768,1062,3482
12439	3868,3768,1062,3482
5932	3868,3768,1062,3482
12051	3428,733,2488,3110
10404	3428,733,2488,3110
9117	3428,733,2488,3110
7008	3428,733,2488,3110
12174	4514,4196
16224	1074,3595,1084,4082,3416
13356	2703,3500,4569,2408,2414,4474,4533,4122,2291,3575,357,4053,430,3227,327
6451	3500,357,4053,3227,327
2670	3500,357,4053,3227,327
8351	4613,1708,5342
8245	3968,1303,3603,4559,1065
205	2347
7770	2652,3491,4434
8502	2652,3491,4434
6950	2946,3731,4559
11218	1546,2986,4928,4196,2175,766,5160,4709
2539	1546,4928,4196,2175,4709
17147	3222,12,2887
7399	3661,2036,4222,2377,3416
8212	3661,2036,4222,2377,3416
10353	3661,2036,4222,2377,3416
12408	3661,2036,4222,2377,3416
10047	3661,2036,4222,2377,3416
1180	2723,3661,2020,2036,4222,1534,2377,3416,1523
13406	4230,3592,3661,4849,2036,3443,4222,3365,2377,3416
7068	2652,3661,4559,1604,1065,4999,609
16157	2652,3661,4559,1604,1065,4999,609
5624	4770,2698,3127
7036	4385,2606,475,3379,58,5261
2224	4705,1777,4543,4967,567
585	4366,1735,1119,4490,3575,1918
4347	4387,3661,2347,5153,3491,3575,4817
6271	1546,3665,2652,2878,2688,3996,2606,2232,346,1011,3575,2056,3916
5459	996,2815,2986,2608,4484,2826,766,5160,152,5124
12407	996,2815,2986,2608,4484,2826,766,5160,152,5124
8046	3537,4688
9819	5233,4143,5091,444,362,1151,3870,4396
10619	3834,1494,2606,3575
944	1196,2652
4595	1196,2652
4410	1196,2652
3513	1196,2652
11372	2347
8680	4594,5360,3064,2056
4061	3108,3403
2393	680,4146,1685,2512
15958	1359,413,444,4222,2016,4396
8404	2723,1074,832,442,4452,5041,2160
13150	2325,1478,4187,4162
3023	2325,1478,4187,4162
8819	4638,4494,1074
4957	4638,4494,1074
10704	4050,4484,4533,4648,4222,2850,3109,4396
16801	4050,4484,4533,4648,4222,2850,3109,4396
16261	4050,5157,5317,5349,4484,1995,4533,4648,251,4635,4222,2850,3109,4396
10411	4050,5157,5317,5349,4484,1995,4533,4648,251,4635,4222,2850,3109,4396
8687	4548,4677,3506,4021,922,2112
1985	1995,2540,735,1207,3649,4396
1515	653,4638,294,2756,891,1794
14499	1074,1893,3842,3139
6252	4525,3788,537
4837	4525,3788,537
5835	4053
2968	536,2347,748
13751	3012,3064
956	3012,3064
16297	3877,1074,5298,1452,3516
10928	2745,1790,1525,3108,2130,5048,1039
12522	3895,2347,4053,5176,2993,4706
9024	5157,5317,5349,1995,251,4635
10918	3428,3925,42,1995,4222,330
2961	4196
4598	1074,1235,4984
1534	1074,1235,4984
726	1074,1191,3379,1579,4100
5894	112,2661,3984
9403	791,406,4173,3139,3577,5105,3723
4628	1559,5339
15214	294,1108,1893,2175,2993,4463
1416	294,1108,1893,2175,2993,4463
6398	4494,1074,3835,3266,4684,464
8861	2846
3360	2785,657,5151
1431	1953,1303,4813,3506,1207
8017	4663,42,4271,26,1766,1904
15193	3968,2734,897,4189
2643	3968,2734,897,4189
8575	2745,3108,1953,4225
4801	2745,3108,1953,4225
13721	2745,3108,1953,4225
13899	4901,191,4643,4396,2160
2293	4901,191,4643,4396,2160
2529	2398,3139,4053,3416
6901	2229,4444,4936,1496
16577	2229,4444,4936,1496
6675	3792,2671
9447	3166,3029,4533,4147,4362,528,609,1904
4109	3166,3029,4533,4147,4362,528,609,1904
16180	3166,3029,4533,4147,4362,528,609,1904
3941	3166,3029,4533,4147,4362,528,609,1904
3263	4494,1074,862,1858
596	4494,1074,862,1858
744	3258,2046,4494,792,1074,5112,5295,3647,20,1440,1054,1690,3619,862,1858,1729,4800,4464
16527	3624,3855
7902	3624,3855
2368	3641,1258,4853,1720,4595,5357
1010	2485,3843,3108,3834,1730,3109
8867	4048,3416,1151
7746	4048,3416,1151
5896	2094,4371,5048,3224,575,1114,1120,5222,2494
12022	3788,4223
8865	3788,4223
1691	1882,4385
7802	1882,4385
13060	2029,4936,1729
5315	1784,3951,2160,3971
5108	892,2488,1437
2973	2935,123
11282	3261,2683,1185
7671	3261,2683,1185
8393	2167,448,346,3109
11718	2049,100,2608,5124
14492	1650,1468,2045
6491	500,3040,2319,2163,4023,2881,3856
10063	3335,1074,2328,2130,1039,2456,5041
7398	690,3335,1074,2414,2343,2328,1923,2130,2016,1039,2456,5041
9242	3335,1074,2328,2130,1039,2456,5041
7831	3335,1074,2328,2130,1039,2456,5041
7017	3335,1074,2328,2130,1039,2456,5041
13030	3335,1074,2328,2130,1039,2456,5041
9077	1154,869,504,3109,3620
8380	4887,1074,406,4927,5041
16234	4276,4627
14174	1541,854,97,4559,1065
3292	4514
11308	895,4385,1786
9581	690,2414,2343,1923,2016,5041
6551	690,2414,2343,1923,2016,5041
5022	944,100,4979,4053
14252	944,100,4979,4053
4870	1247,4845,2511,20,5036
11145	30,4065,2456
9843	30,4065,2456
10038	2347
16497	2067,1074,4559,327
14496	2114,404,3768,126,609,2628
13722	2114,404,3768,126,609,2628
3386	2652,2792,1133,1495,1904
9317	2708,1199,2627,2011,3029,4025,3112,3071,1869,1054,909,4374,3265,821,3611,193,1356,531,3632,2203,1493,1563,4603,2870
15074	2708,1199,2627,2011,3029,3112,3071,1054,909,4374,3265,821,3979,3611,193,1356,531,3632,2184,1493,1563,4603,5066,2870
14466	2708,1199,4025,3112,1869,1054,909,4374,193,1356,2203,4603
2920	3094,1404,4071,2708,2418,1199,2307,2627,2011,4228,3029,4025,997,3126,3112,4685,3071,1869,1054,909,4374,3265,2698,2533,4559,821,3979,2602,3611,4640,2372,529,193,4384,1356,3892,531,3632,2203,2184,1493,2001,1563,311,609,3306,3064,2575,1500,4643,4396,4603,5066,2870
17268	4638,2745,1610,3788,878,4024,2379,1488,3611,2451,3064,4643,4396,4804
13499	4638,2745,731,878,2379,1054,3200,2698,1488,3611,2165,2451,2519,3064,4643,4396
5173	4638,2114,2723,92,1282,3116,2270,5231,3663,1065
12460	4638,2114,2723,92,1282,3116,2270,5231,3663,1065
9085	4638,2114,2723,92,1282,3116,2270,5231,3663,1065
16891	1471,4230,4638,2114,3040,2723,4118,92,1026,1282,3116,1364,3788,3930,705,2270,4943,4328,1885,4409,3647,1595,4057,3770,3244,5231,3606,20,4347,1690,1529,3663,580,4394,2632,927,3616,926,2142,1065,3064,4643,2516,4312,1654,4603
11578	4230,4638,2114,2723,92,1026,1282,3116,1364,3788,3930,2270,1595,5231,3606,3663,4394,926,1065,4643,4603
12120	4230,4638,2114,2723,92,1026,1282,3116,1364,3788,3930,2270,1595,5231,3606,3663,4394,926,1065,4643,4603
16414	4230,4638,2114,2723,92,1026,1282,3116,1364,3788,3930,2270,4943,4328,1885,1595,3244,5231,3606,4347,3663,4394,927,3616,926,1065,4643,4603
5090	2745,600,2758,3253,988,133,3274,4698,3779
10287	4638,2745,600,3759,2758,2029,3253,3647,4921,1923,988,1451,4696,133,3274,4698,349,3779,3064,1362,1904
15093	2745,600,2758,3253,4921,1923,988,1451,133,3274,4698,3779,3064
812	2745,600,3253,133,3274
197	2745,600,3253,133,3274
2353	4638,3868,706,1104,1877,806,1054,1133,4116,2537,609
6028	1288,792,890,2379,1171,4743,741,3274,3064,2605
10579	1288,792,890,2379,4743,741,3274,3064,2605
342	866,4859,2509,1212,444,200
3209	2183,3422,446,901,3943,2599,1500,459,4396,2681,4824
10586	2183,3422,446,901,3943,2599,1500,459,4396,2681,4824
9031	2183,3422,446,901,3943,2599,1500,459,4396,2681,4824
4299	2183,3422,446,901,3943,2599,1500,459,4396,2681,4824
5087	2183,3422,446,901,3943,2599,1500,459,4396,2681,4824
9130	2183,3422,446,901,3943,2599,1500,459,4396,2681,4824
3481	3404,1160,3778,680,3853,4614,1019,1074,223,4968,1690,4635,4222,1134,2263,768,3274,3075,3109,5242,3580
15865	2114,2745,3258,3195,164,3404,953,1160,2723,1255,3778,680,3853,414,4614,4206,677,1019,1074,4510,1558,3399,223,3966,2261,1235,3683,3722,3919,4968,1220,5063,176,3999,4503,2438,5298,4484,4858,2347,658,1995,12,867,909,2232,1690,4635,4222,4148,1134,2533,1475,284,4991,2263,4575,1028,768,4362,355,4112,3915,3023,2136,926,4985,712,221,3274,3075,2881,2850,3109,4192,3627,4999,683,5242,609,3064,4516,1071,1904,5255,3941,4396,5303,1118,3580,5302,623,2160,145,122
9344	684,4599,4638,2745,1433,4565,3667,5052,3768,4566,1044,1049,3358,3904,1054,156,4648,1534,1949,712,5020,282,1500,1636,4396
12392	4638,4565,5052,3904,1054,156,1534,1949,5020,1500
13214	86,2786,4271,1464,4147,3985,1071,1904
15516	86,4271,1464,3985,1071
8426	86,4271,1464,3985,1071
1506	86,4271,1464,3985,1071
11280	86,4271,1464,3985,1071
5769	86,2786,4271,1464,4147,3985,1071,1904
10720	975,879,477,1054,3611,951,3064,2375
2622	975,879,477,1054,1690,2698,3611,951,3064,2375,4396
1503	975,879,477,1054,3611,951,3064,2375
12896	975,879,477,1054,1690,2698,3611,951,3064,2375,4396
15974	1610,2723,651,223,883,705,1848,4768,3324,3029,988,1054,2698,821,2230,2552,4320,2019,2317,4698,2599,609,4396,1654
8698	2723,4396,1654
16833	2723,4396,1654
5073	2723,4396,1654
920	2285,4638,4840,2723,2286,2370,1876,1098,2077,3792,1853,2934,3661,879,4542,3949,3683,11,4269,5047,1652,2509,1220,2322,1478,2796,4371,20,1054,909,1034,1212,284,3177,5,3611,4913,4751,1937,2454,201,162,349,795,528,977,2010,1454,181,609,230,1500,434,2423,4396,4804
3176	2285,4638,5269,2114,2745,4840,5157,2723,1741,2146,1060,2286,4206,2370,1876,1098,2077,1074,2414,3792,2934,3661,223,879,4542,3949,3683,11,4269,5047,4960,1329,4714,1652,2509,42,4280,2322,2823,1478,2796,2857,4371,3904,117,20,1054,909,1034,5153,1212,1580,1422,2698,2533,821,284,2936,3177,5,3611,146,4913,4751,1937,1952,2454,4147,201,162,3274,349,795,5020,3969,528,2010,1495,1454,609,3064,230,1500,1362,1904,434,2423,4396
12197	1876,5047,1054,5,4913,162,349,1454
8014	1876,5047,1054,5,4913,162,349,1454
